Price,Rooms,Type,Status,Parking Spaces,Land Size,Building Size,Architecture Style,County,Provider
"USD $2,100 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,,930.78 m2,179.58 m2,Other,Marion,eXp Realty LLC
"USD $2,400 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,,930.78 m2,144.56 m2,Other,Osceola,eXp Realty LLC
"USD $2,900 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,526.09 m2,220.27 m2,Other,Pasco,eXp Realty LLC
"USD $2,700 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,,,112.88 m2,Other,Flagler,Watson Realty Corp
"USD $2,600 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,485.62 m2,173.73 m2,Other,Polk,Florida Connexion Properties Inc.
"USD $3,600 per month","4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Townhouse,Active,,121.41 m2,159.70 m2,Other,Osceola,eXp Realty LLC
"USD $2,400 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,566.56 m2,183.48 m2,Other,Polk,MD3 HOMES
"USD $1,950 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,,161.87 m2,127.56 m2,Other,Pasco,"Charles Rutenberg Realty, Inc"
"USD $2,600 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,,283.28 m2,176.70 m2,Other,Pasco,Flourish Real Estate
"USD $2,150 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,,768.90 m2,138.15 m2,Other,Seminole,"Sloane Realty, LLC"
"USD $14,500 per month","2 bedroom(s), 3 bathroom(s)",Apartment,Active,,"13,678.39 m2",223.43 m2,Other,Hillsborough,Smith & Associates Real Estate
"USD $1,375 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,,78.41 m2,Other,Manatee,"Ryntal, LLC"
"USD $2,750 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,,,132.94 m2,Other,Manatee,RE/MAX Alliance Group
USD $650 per month,"1 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Apartment,Active,,323.75 m2,35.12 m2,Other,San Juan,Mares LLC
"USD $1,850 per month","2 bedroom(s), 1 bathroom(s)",Apartment,Active,,"18,291.81 m2",69.68 m2,Other,Orange,"Dalton Wade, Inc."
"USD $2,500 per month","1 bedroom(s), 2 bathroom(s)",Apartment,Active,,,97.55 m2,Other,Hillsborough,"Future Home Realty, Inc"
"USD $2,200 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,,485.62 m2,172.99 m2,Other,Polk,eXp Realty LLC
"USD $2,850 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,,526.09 m2,148.92 m2,Other,Sarasota,Preferred Shore
"USD $2,060 per month","4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,,526.09 m2,148.64 m2,Other,Polk,"S&D Real Estate Services, LLC"
"USD $3,000 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,,890.31 m2,157.10 m2,Other,Charlotte,"ERA Advantage Realty, Inc"
"USD $1,600 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,,105.91 m2,Other,Flagler,Clarion Group Inc
"USD $1,800 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Other,Active,,485.62 m2,116.69 m2,Other,Orange,FrontGate Realty Inc
"USD $4,000 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,,728.43 m2,211.82 m2,Other,Hillsborough,eXp Realty LLC
"USD $3,300 per month","5 bedroom(s), 3 bathroom(s)",House,Active,,404.69 m2,227.33 m2,Other,Pasco,"Mihara & Associates, Inc"
"USD $3,600 per month","5 bedroom(s), 3 bathroom(s)",House,Active,,768.90 m2,205.59 m2,Other,Orange,Sotera Living LLC
"USD $2,600 per month","3 bedroom(s), 3 bathroom(s)",House,Active,,566.56 m2,188.04 m2,Other,Orange,Florida Connexion Properties Inc.
"USD $2,700 per month","4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,,485.62 m2,204.76 m2,Other,Polk,"Century 21 Professional Group, Inc of Orlando"
"USD $2,200 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Other,Active,,566.56 m2,133.32 m2,Other,Orange,FrontGate Realty Inc
"USD $2,850 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,526.09 m2,247.68 m2,Other,Lake,"Real Broker, LLC."
"USD $3,495 per month",,Other,Active,,161.87 m2,154.22 m2,Other,Orange,"LPT Realty, LLC."
"USD $2,300 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,,116.50 m2,Other,Sarasota,Preferred Shore
"USD $2,000 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,971.25 m2,125.33 m2,Other,Flagler,TAG Ventures
"USD $2,450 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Townhouse,Active,,161.87 m2,128.76 m2,Other,Hillsborough,Taylormade Properties
"USD $2,550 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,,161.87 m2,155.43 m2,Other,Manatee,"LPT Realty, LLC."
USD $16 per month,,Other,Active,,607.03 m2,336.68 m2,Other,Alachua,Coldwell Banker M.M. Parrish Realtors
"USD $4,200 per month","4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,,687.97 m2,239.60 m2,Other,Seminole,"Dover International Company, Inc."
"USD $2,200 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,,323.75 m2,147.44 m2,Other,Volusia,"Dalton Wade, Inc."
"USD $2,000 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,971.25 m2,151.71 m2,Other,Charlotte,"Ryntal, LLC"
"USD $1,250 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,40.47 m2,73.58 m2,Other,Polk,Coldwell Banker Real Estate Winter Haven
"USD $1,850 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,728.43 m2,101.36 m2,Other,Orange,CENTRAL FLORIDA REALTY
"USD $2,090 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,,930.78 m2,89.74 m2,Other,Highlands,beycome
"USD $2,975 per month","4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,,566.56 m2,271.93 m2,Other,Orange,eXp Realty LLC
"USD $2,350 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,,849.84 m2,142.70 m2,Other,Osceola,eXp Realty LLC
"USD $2,300 per month","4 bedroom(s), 2 bathroom(s)",House,Active,,"1,092.65 m2",158.59 m2,Other,Polk,"S&D Real Estate Services, LLC"
"USD $1,325 per month",,Other,Active,,"5,948.88 m2",123.10 m2,Other,Alachua,Matchmaker Realty of Alachua County Inc
"USD $3,000 per month","4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,,849.84 m2,162.95 m2,Other,Flagler,Realty Exchange LLC
"USD $2,900 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,,"7,931.85 m2",121.52 m2,Other,Pinellas,eXp Realty LLC
"USD $1,500 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,,40.47 m2,83.33 m2,Other,Seminole,eXp Realty LLC
"USD $1,500 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,,242.81 m2,22.95 m2,Other,Río Grande,Mares LLC
"USD $1,695 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,"4,046.86 m2",66.98 m2,Other,Hillsborough,Keller Williams Tampa Properties
"USD $2,300 per month","4 bedroom(s), 2 bathroom(s)",House,Active,,404.69 m2,186.55 m2,Other,Polk,Joseph La Rosa
"USD $1,850 per month","1 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Other,Active,,"4,451,546.00 m2",102.19 m2,Other,San Juan,"iBroker Listings, LLC"
"USD $3,200 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,,,122.63 m2,Other,Hillsborough,Smith & Associates Real Estate
"USD $5,700 per month","3 bedroom(s), 4 bathroom(s)",House,Active,,"1,375.93 m2",325.16 m2,Other,Manatí,"Clubhouse Real Estate, LLC"
"USD $2,100 per month","4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,,526.09 m2,159.33 m2,Other,Polk,Viva Orlando Realty Inc.
"USD $2,700 per month","5 bedroom(s), 4 bathroom(s), 1 livingroom(s)",House,Active,,647.50 m2,243.50 m2,Other,Polk,LA ROSA REALTY KISSIMMEE
"USD $2,200 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,,,112.41 m2,Other,Sarasota,Wagner Realty
"USD $1,525 per month","3 bedroom(s), 3 bathroom(s)",Apartment,Active,,121.41 m2,,Other,,Leco realty Inc
"USD $1,200 per month","3 bedroom(s), 1 bathroom(s)",Other,Active,,,,Other,,Real Estate Mart of TN Inc.
"USD $2,000 per month","3 bedroom(s), 2 bathroom(s)",Other,Active,,849.84 m2,,Other,,Coldwell Banker Jennae
"USD $2,495 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,687.97 m2,208.01 m2,Other,Fayette,Hendricks Real Estate Team
"USD $1,300 per month",,Apartment,Active,,,,Other,,Keller Williams - Syracuse
"USD $2,350 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,,229.28 m2,Other,Hays,Keller Williams Realty International
"USD $1,675 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,,109.44 m2,Other,Mohave,Brooks-Clark And Assoc.
"USD $1,750 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,,112.41 m2,Other,Hays,Keller Williams Realty International
"USD $1,675 per month","3 bedroom(s), 3 bathroom(s)",House,Active,,,117.62 m2,Other,Guadalupe,Keller Williams - Austin Northwest
"USD $2,900 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,,162.02 m2,Other,Travis,Keller Williams Realty International
"USD $1,995 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,,112.13 m2,Other,Williamson,Keller Williams - Austin Northwest
"USD $2,600 per month","3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Townhouse,Active,,,148.64 m2,Other,Pierce,"Puget Sound Real Estate Investors, LLC dba Keller Williams Realty Federal Way"
"USD $3,000 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,,150.04 m2,New Traditional,Knox County - 1,United Real Estate Solutions
USD $950 per month,1 bathroom(s),Other,Active,,768.90 m2,88.26 m2,Other,San Patricio,Cass Real Estate
"USD $1,950 per month","3 bedroom(s), 2 bathroom(s)",House,Active,4,607.03 m2,115.20 m2,Other,IMPERIAL,Gaurangbhai Patel
"USD $2,095 per month","1 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Apartment,Active,,"60,735,276.00 m2",55.74 m2,Modern,Los Angeles,Keller Williams Real Estate Services
"USD $3,000 per month","3 bedroom(s), 2 bathroom(s)",Townhouse,Active,3,,,Other,Oahu,Locations LLC
"USD $4,500 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,1,,67.45 m2,Other,Oahu,List Sotheby's International Realty
"USD $1,600 per month",1 bathroom(s),Apartment,Active,1,,51.84 m2,Other,Oahu,Island Pacific
"USD $3,500 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,2,,94.95 m2,Other,Oahu,Sachi Hawaii - Pacific Century Properties LLC
"USD $1,750 per month",1 bathroom(s),Apartment,Active,1,,35.67 m2,Other,Oahu,Sachi Hawaii - Pacific Century Properties LLC
"USD $2,400 per month","2 bedroom(s), 1 bathroom(s)",Apartment,Active,1,,74.32 m2,Other,Oahu,Sachi Hawaii - Pacific Century Properties LLC
"USD $4,500 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,1,,123.00 m2,Other,Oahu,Hawaii Life Real Estate Brokers
"USD $2,800 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,1,,62.52 m2,Other,Oahu,Sachi Hawaii - Pacific Century Properties LLC
"USD $1,300 per month","3 bedroom(s), 2 bathroom(s), 2 livingroom(s)",Apartment,Active,,,83.61 m2,New Traditional,Lackawanna,Luxe Homes Real Estate LLC
"USD $2,800 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,2,,100.99 m2,Other,Oahu,Sachi Hawaii - Pacific Century Properties LLC
"USD $2,200 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,1,,83.61 m2,Other,Oahu,Sachi Hawaii - Pacific Century Properties LLC
"USD $3,300 per month","3 bedroom(s), 2 bathroom(s)",Townhouse,Active,2,,124.49 m2,Other,Oahu,Hawaii Pacific Realty Group
"USD $3,700 per month","2 bedroom(s), 2 bathroom(s)",Townhouse,Active,1,,72.74 m2,Other,Oahu,Windward Properties
"USD $2,650 per month","2 bedroom(s), 2 bathroom(s)",Townhouse,Active,2,,73.30 m2,Other,Oahu,"Hulali Kai Realty, LLC"
"USD $1,495 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,,,78.97 m2,Other,Liberty,Realty Executives Liberty
"USD $2,500 per month","2 bedroom(s), 1 bathroom(s)",Townhouse,Active,2,,98.48 m2,Other,Oahu,Property Profiles Inc.
"USD $1,350 per month","3 bedroom(s), 1 bathroom(s), 2 livingroom(s)",Apartment,Active,,,92.90 m2,Other,Lackawanna,EXP REALTY LLC
"USD $2,800 per month","3 bedroom(s), 2 bathroom(s)",House,Active,2,,100.15 m2,Other,Oahu,Century 21 Homefinders of Hawaii
"USD $1,000 per month","2 bedroom(s), 1 bathroom(s), 2 livingroom(s)",Apartment,Active,,404.69 m2,51.10 m2,New Traditional,Luzerne,
"USD $2,700 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,1,,79.15 m2,Other,Oahu,Realty Brokerage LLC
"USD $1,350 per month","3 bedroom(s), 2 bathroom(s), 2 livingroom(s), 1 basement(s)",Apartment,Active,,,83.61 m2,New Traditional,Lackawanna,Luxe Homes Real Estate LLC
"USD $1,000 per month","2 bedroom(s), 1 bathroom(s)",Apartment,Active,,,83.61 m2,Other,Luzerne,Luxe Homes Real Estate LLC
"USD $2,300 per month",4 bedroom(s),House,Active,,526.09 m2,178.10 m2,Other,Nueces,RE/MAX Professionals
"USD $2,200 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,404.69 m2,147.25 m2,Other,Nueces,Keller Williams Coastal Bend
"USD $1,395 per month","3 bedroom(s), 2 bathroom(s)",House,Active,3,647.50 m2,122.63 m2,Other,Nueces,Group One Real Estate
"USD $2,550 per month","4 bedroom(s), 3 bathroom(s)",House,Active,2,607.03 m2,205.22 m2,Other,Nueces,K&M Premier Real Estate
"USD $1,500 per month","3 bedroom(s), 2 bathroom(s)",House,Active,2,566.56 m2,84.82 m2,Other,Nueces,Group One Real Estate
"USD $2,200 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,566.56 m2,156.08 m2,Other,Nueces,Keller Williams Coastal Bend
"USD $2,200 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,526.09 m2,136.75 m2,Other,Nueces,Keller Williams Coastal Bend
"USD $1,725 per month","3 bedroom(s), 2 bathroom(s)",House,Active,4,809.37 m2,115.57 m2,Other,Nueces,Betsy Churgai Island Associates Real Estate
"USD $1,800 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,890.31 m2,141.58 m2,Other,Kleberg,Coldwell Bnkr. Homestead Prop.
"USD $1,895 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,485.62 m2,115.85 m2,Other,Nueces,Mirabal Montalvo & Associates
"USD $1,350 per month","2 bedroom(s), 1 bathroom(s)",House,Active,,"2,792.33 m2",107.02 m2,Other,Kleberg,Coldwell Bnkr. Homestead Prop.
"USD $9,000 per month",2 bathroom(s),Other,Active,,,408.77 m2,Other,Aransas,Texas Coast Real Estate
"USD $4,000 per month",1 bathroom(s),Other,Active,,,371.61 m2,Other,Aransas,Texas Coast Real Estate
"USD $2,100 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,"26,102.25 m2","2,242.68 m2",Other,Nueces,Keller Williams Coastal Bend
"USD $1,550 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,"1,092.65 m2",137.31 m2,Other,Nueces,"ATC METRO PROPERTIES, INC"
"USD $2,100 per month","4 bedroom(s), 2 bathroom(s)",House,Active,2,930.78 m2,160.72 m2,Other,San Patricio,Cass Real Estate
"USD $6,000 per month",2 bathroom(s),Other,Active,,"2,913.74 m2",188.41 m2,Other,Nueces,Garron Dean & Associates
"USD $2,900 per month","4 bedroom(s), 3 bathroom(s)",House,Active,4,647.50 m2,216.84 m2,Other,Nueces,"Flores & Harmon, INC"
"USD $1,995 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,"3,682.64 m2",46.45 m2,Other,PHILADELPHIA,Maxwell Realty Company Inc
"USD $2,100 per month","3 bedroom(s), 2 bathroom(s)",Apartment,Active,,,102.19 m2,Other,PHILADELPHIA,Keller Williams Main Line
"USD $3,300 per month","4 bedroom(s), 4 bathroom(s), 1 basement(s)",Townhouse,Active,,283.28 m2,212.19 m2,Colonial,FAIRFAX,Century 21 New Millennium
"USD $2,095 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,"3,682.64 m2",46.45 m2,Other,PHILADELPHIA,Maxwell Realty Company Inc
"USD $1,380 per month",1 bathroom(s),Apartment,Active,,,27.87 m2,Other,PHILADELPHIA,Maxwell Realty Company Inc
"USD $3,900 per month","3 bedroom(s), 3 bathroom(s)",Apartment,Active,,,111.30 m2,New Traditional,WASHINGTON,Exit Bennett Realty
"USD $2,800 per month","4 bedroom(s), 2 bathroom(s), 1 basement(s)",House,Active,2,930.78 m2,154.40 m2,Cape Cod,BALTIMORE,ExecuHome Realty
"USD $2,295 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,"3,682.64 m2",46.45 m2,Other,PHILADELPHIA,Maxwell Realty Company Inc
"USD $1,450 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,445.15 m2,65.03 m2,Other,PHILADELPHIA,Keller Williams Main Line
"USD $1,740 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,"3,682.64 m2",46.45 m2,Other,PHILADELPHIA,Maxwell Realty Company Inc
"USD $1,695 per month","2 bedroom(s), 2 bathroom(s), 1 basement(s)",Townhouse,Active,,"21,448.36 m2",104.05 m2,New Traditional,LANCASTER,Hostetter Realty
"USD $2,050 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,,70.14 m2,Contemporary,FAIRFAX,Keller Williams Realty McLean/Great Falls
"USD $2,600 per month","3 bedroom(s), 3 bathroom(s), 1 basement(s)",Townhouse,Active,,,140.19 m2,Other,HOWARD,Douglas Realty LLC
"USD $1,850 per month","2 bedroom(s), 1 bathroom(s)",Townhouse,Active,,121.41 m2,182.46 m2,New Traditional,PHILADELPHIA,Elfant Wissahickon Realtors
"USD $2,275 per month","4 bedroom(s), 1 bathroom(s), 1 basement(s)",Townhouse,Active,,161.87 m2,100.15 m2,New Traditional,MONTGOMERY,Keller Williams Main Line
"USD $2,400 per month","4 bedroom(s), 3 bathroom(s)",House,Active,4,768.90 m2,193.33 m2,Contemporary,BERKELEY,BERKELEY SPRINGS INVESTMENTS
"USD $1,750 per month","1 bedroom(s), 1 bathroom(s), 1 basement(s)",Apartment,Active,2,,94.76 m2,Other,MONTGOMERY,Exit Bennett Realty
"USD $2,495 per month","5 bedroom(s), 3 bathroom(s), 1 basement(s)",House,Active,2,809.37 m2,182.46 m2,Colonial,LANCASTER,Keller Williams Elite
"USD $2,500 per month","3 bedroom(s), 2 bathroom(s)",Townhouse,Active,,80.94 m2,180.32 m2,Other,PHILADELPHIA,Elfant Wissahickon REALTORS
"USD $3,000 per month","3 bedroom(s), 4 bathroom(s), 1 basement(s)",Townhouse,Active,,202.34 m2,194.91 m2,New Traditional,HOWARD,Coldwell Banker Residential Brokerage
"USD $2,115 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,"3,682.64 m2",46.45 m2,Other,PHILADELPHIA,Maxwell Realty Company Inc
"USD $2,300 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,121.41 m2,83.61 m2,Other,PHILADELPHIA,Keller Williams Main Line
"USD $1,621 per month","2 bedroom(s), 2 bathroom(s)",House,Active,,"2,954.21 m2","12,360.19 m2",Contemporary,PHILADELPHIA,Keller Williams Main Line
"USD $3,800 per month","3 bedroom(s), 4 bathroom(s), 1 basement(s)",Townhouse,Active,4,323.75 m2,174.10 m2,Contemporary,FAIRFAX,Keller Williams Realty McLean/Great Falls
"USD $2,495 per month","4 bedroom(s), 3 bathroom(s)",Townhouse,Active,,,139.35 m2,Other,PHILADELPHIA,OCF Realty
"USD $1,850 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,1,,68.28 m2,Contemporary,MONTGOMERY,RLAH @properties
"USD $1,800 per month","2 bedroom(s), 1 bathroom(s)",Apartment,Active,,,76.65 m2,Other,DELAWARE,"RE/MAX Professional Realty, Inc."
"USD $3,450 per month","4 bedroom(s), 4 bathroom(s)",Townhouse,Active,2,,189.15 m2,Contemporary,HOWARD,Cummings & Co. Realtors
"USD $2,895 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,"3,682.64 m2",106.56 m2,Other,PHILADELPHIA,Maxwell Realty Company Inc
"USD $1,100 per month",,Other,Active,,404.69 m2,,Other,PHILADELPHIA,Hartsville Realty Property Management
"USD $2,000 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,445.15 m2,83.61 m2,Other,PHILADELPHIA,Maxwell Realty Company Inc
"USD $3,000 per month","4 bedroom(s), 2 bathroom(s), 1 basement(s)",Townhouse,Active,2,364.22 m2,168.43 m2,New Traditional,MONTGOMERY,Christopher Real Estate Services
"USD $2,085 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,"3,682.64 m2",46.45 m2,Other,PHILADELPHIA,Maxwell Realty Company Inc
"USD $2,700 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,2,121.41 m2,187.66 m2,New Traditional,FREDERICK,"Pearson Smith Realty, LLC"
"USD $1,975 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,"3,682.64 m2",46.45 m2,Other,PHILADELPHIA,Maxwell Realty Company Inc
"USD $4,750 per month","3 bedroom(s), 3 bathroom(s), 1 basement(s)",Townhouse,Active,2,323.75 m2,372.54 m2,Other,MONTGOMERY,"Quinn & Wilson, Inc. Realtors"
"USD $2,600 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,,118.64 m2,New Traditional,FAIRFAX,Samson Properties
USD $300 per month,,Other,Active,10,"17,320.56 m2",,Other,MONTGOMERY,Doylestown Regional Realty
"USD $1,425 per month","3 bedroom(s), 1 bathroom(s), 1 basement(s)",Townhouse,Active,,80.94 m2,95.13 m2,Other,PHILADELPHIA,Keller Williams Main Line
"USD $2,890 per month","3 bedroom(s), 3 bathroom(s), 1 basement(s)",Townhouse,Active,,80.94 m2,237.55 m2,Colonial,CHESTER,Del Val Realty & Property Management
"USD $2,600 per month","4 bedroom(s), 2 bathroom(s)",House,Active,,607.03 m2,184.60 m2,Cape Cod,BURLINGTON,Sureway Property Management LLC
"USD $2,000 per month","4 bedroom(s), 1 bathroom(s), 1 basement(s)",House,Active,1,"235,082.09 m2",248.05 m2,National,FREDERICK,"Real Estate Teams, LLC"
"USD $1,850 per month","1 bedroom(s), 1 bathroom(s)",House,Active,,,74.32 m2,Bungalow,FAUQUIER,Piedmont Fine Properties
"USD $1,950 per month","2 bedroom(s), 1 bathroom(s), 1 basement(s)",Townhouse,Active,,40.47 m2,80.27 m2,Other,PHILADELPHIA,Coldwell Banker Preferred
"USD $1,700 per month",1 bathroom(s),Apartment,Active,,,43.76 m2,Contemporary,ALEXANDRIA CITY,Realty ONE Group Capital Properties
"USD $2,650 per month","3 bedroom(s), 3 bathroom(s), 1 basement(s)",Townhouse,Active,3,,144.56 m2,Craftsman,CHESTER,Keller Williams Real Estate
"USD $1,800 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,"3,642.17 m2",102.19 m2,Other,PHILADELPHIA,Keller Williams Main Line
